date,day_nb,from,to,result,Max.Agg.Aggressor,Max.agg.victim,winner,loser,draw
2017-07-25,937,sarg,cola,1,Displace,Submission only,sarg,cola,FALSE
2017-07-25,937,sash,saff,1,Displace,Submission only,sash,saff,FALSE
2017-07-25,937,sash,sarg,1,Displace,Submission only,sash,sarg,FALSE
2017-07-25,937,socr,swee,1,Charge,Facial threat,socr,swee,FALSE
2017-07-25,937,spoc,cind,1,Supplant,Submission only,spoc,cind,FALSE
2017-07-25,937,spoc,cact,1,Displace,Submission only,spoc,cact,FALSE
2017-07-25,937,spoc,caba,1,Displace,Submission only,spoc,caba,FALSE
2017-07-25,937,swaz,sarg,1,Supplant,Submission only,swaz,sarg,FALSE
2017-07-25,937,swee,omni,1,Supplant,Submission only,swee,omni,FALSE
2017-07-25,937,swee,lore,1,Supplant,Submission only,swee,lore,FALSE
2017-07-25,937,gizm,balu,3,Vocal threat,Facial threat,balu,gizm,TRUE
2017-07-26,938,caba,octo,1,Displace,Submission only,caba,octo,FALSE
2017-07-26,938,caba,holl,1,Vocal threat,Submission only,caba,holl,FALSE
2017-07-26,938,coco,pean,1,Displace,Submission only,coco,pean,FALSE
2017-07-26,938,coco,razo,1,Charge,Facial threat,coco,razo,FALSE
2017-07-26,938,coco,lucy,1,Displace,Submission only,coco,lucy,FALSE
2017-07-26,938,coco,octo,1,Displace,Submission only,coco,octo,FALSE
2017-07-26,938,cola,oreo,1,Supplant,Submission only,cola,oreo,FALSE
2017-07-26,938,cola,wood,1,Displace,Submission only,cola,wood,FALSE
2017-07-26,938,egon,funk,1,Facial threat,Submission only,egon,funk,FALSE
2017-07-26,938,fent,octo,1,Displace,Submission only,fent,octo,FALSE
2017-07-26,938,fent,cola,1,Displace,Submission only,fent,cola,FALSE
2017-07-26,938,fent,funk,1,Displace,Submission only,fent,funk,FALSE
2017-07-26,938,flyn,swee,1,Displace,Submission only,flyn,swee,FALSE
2017-07-26,938,funk,caba,1,Facial threat,Submission only,funk,caba,FALSE
2017-07-26,938,gizm,funk,1,Displace,Submission only,gizm,funk,FALSE
2017-07-26,938,home,octo,1,Supplant,Submission only,home,octo,FALSE
2017-07-26,938,lore,oreo,1,Vocal threat,Submission only,lore,oreo,FALSE
2017-07-26,938,lore,cura,1,Displace,Submission only,lore,cura,FALSE
2017-07-26,938,lore,omni,1,Displace,Submission only,lore,omni,FALSE
2017-07-26,938,lore,gats,1,Displace,Submission only,lore,gats,FALSE
2017-07-26,938,lore,cind,1,Vocal threat,Submission only,lore,cind,FALSE
2017-07-26,938,lucy,omni,1,Supplant,Submission only,lucy,omni,FALSE
2017-07-26,938,oreo,dire,1,Supplant,Submission only,oreo,dire,FALSE
2017-07-26,938,saff,caba,1,Displace,Submission only,saff,caba,FALSE
2017-07-26,938,saff,funk,1,Vocal threat,Submission only,saff,funk,FALSE
2017-07-26,938,sarg,caba,1,Charge,Submission only,sarg,caba,FALSE
2017-07-26,938,sash,lucy,1,Supplant,Submission only,sash,lucy,FALSE
2017-07-26,938,sash,saff,1,Displace,Submission only,sash,saff,FALSE
2017-07-26,938,sash,funk,1,Facial threat,Submission only,sash,funk,FALSE
2017-07-26,938,sash,swaz,1,Facial threat,Submission only,sash,swaz,FALSE
2017-07-26,938,sash,swaz,1,Facial threat,Submission only,sash,swaz,FALSE
2017-07-26,938,sash,sarg,1,Displace,Submission only,sash,sarg,FALSE
2017-07-26,938,sash,sarg,1,Displace,Submission only,sash,sarg,FALSE
2017-07-26,938,sash,sarg,1,Displace,Submission only,sash,sarg,FALSE
2017-07-26,938,sash,saff,1,Displace,Submission only,sash,saff,FALSE
2017-07-26,938,sash,sarg,1,Displace,Submission only,sash,sarg,FALSE
2017-07-26,938,sash,lore,1,Displace,Submission only,sash,lore,FALSE
2017-07-26,938,sash,sarg,1,Displace,Submission only,sash,sarg,FALSE
2017-07-26,938,socr,home,1,Supplant,Submission only,socr,home,FALSE
2017-07-26,938,socr,swaz,1,Supplant,Submission only,socr,swaz,FALSE
2017-07-26,938,socr,cura,1,Charge,Submission only,socr,cura,FALSE
2017-07-26,938,socr,swee,1,Displace,Submission only,socr,swee,FALSE
2017-07-26,938,swee,lore,1,Supplant,Submission only,swee,lore,FALSE
2017-07-26,938,swee,omni,1,Displace,Submission only,swee,omni,FALSE
2017-07-26,938,xavi,gats,1,Supplant,Submission only,xavi,gats,FALSE
2017-07-26,938,sarg,saff,2,Facial threat,Ignore,saff,sarg,FALSE
2017-07-26,938,sarg,saff,2,Facial threat,Ignore,saff,sarg,FALSE
2017-07-26,938,funk,gizm,3,Charge,Physical contact,gizm,funk,TRUE
2017-07-28,940,gizm,dire,1,Charge,Facial threat,gizm,dire,FALSE
2017-07-28,940,panc,macy,1,Supplant,Submission only,panc,macy,FALSE
2017-07-28,940,panc,macy,1,Displace,Submission only,panc,macy,FALSE
2017-07-28,940,panc,sarg,1,Displace,Submission only,panc,sarg,FALSE
2017-07-28,940,swee,cact,1,Displace,Submission only,swee,cact,FALSE
2017-07-31,943,coco,holl,1,Supplant,Submission only,coco,holl,FALSE
2017-07-31,943,coco,oreo,1,Supplant,Submission only,coco,oreo,FALSE
2017-07-31,943,coco,oreo,1,Displace,Submission only,coco,oreo,FALSE
2017-07-31,943,cola,lore,1,Supplant,Submission only,cola,lore,FALSE
2017-07-31,943,egon,macy,1,Displace,Submission only,egon,macy,FALSE
2017-07-31,943,egon,razo,1,Facial threat,Facial threat,egon,razo,FALSE
2017-07-31,943,fent,gizm,1,Displace,Submission only,fent,gizm,FALSE
2017-07-31,943,flyn,razo,1,Supplant,Submission only,flyn,razo,FALSE
2017-07-31,943,flyn,balu,1,Facial threat,Submission only,flyn,balu,FALSE
2017-07-31,943,gats,gizm,1,Supplant,Submission only,gats,gizm,FALSE
2017-07-31,943,macy,funk,1,Displace,Submission only,macy,funk,FALSE
2017-07-31,943,macy,home,1,Charge,Submission only,macy,home,FALSE
2017-07-31,943,macy,oreo,1,Displace,Submission only,macy,oreo,FALSE
2017-07-31,943,magn,pean,1,Facial threat,Submission only,magn,pean,FALSE
2017-07-31,943,magn,razo,1,Facial threat,Submission only,magn,razo,FALSE
2017-07-31,943,magn,pean,1,Displace,Submission only,magn,pean,FALSE
2017-07-31,943,omni,octo,1,Physical contact,Submission only,omni,octo,FALSE
2017-07-31,943,oreo,holl,1,Physical contact,Physical contact,oreo,holl,FALSE
2017-07-31,943,panc,phoe,1,Supplant,Submission only,panc,phoe,FALSE
2017-07-31,943,panc,fent,1,Supplant,Submission only,panc,fent,FALSE
2017-07-31,943,panc,xavi,1,Supplant,Submission only,panc,xavi,FALSE
2017-07-31,943,panc,razo,1,Supplant,Submission only,panc,razo,FALSE
2017-07-31,943,panc,xavi,1,Supplant,Submission only,panc,xavi,FALSE
2017-07-31,943,panc,gizm,1,Displace,Submission only,panc,gizm,FALSE
2017-07-31,943,phoe,rodr,1,Displace,Submission only,phoe,rodr,FALSE
2017-07-31,943,razo,macy,1,Vocal threat,Submission only,razo,macy,FALSE
2017-07-31,943,razo,balu,1,Facial threat,Submission only,razo,balu,FALSE
2017-07-31,943,saff,lucy,1,Displace,Submission only,saff,lucy,FALSE
2017-07-31,943,sash,lucy,1,Displace,Submission only,sash,lucy,FALSE
2017-07-31,943,sash,wolo,1,Facial threat,Submission only,sash,wolo,FALSE
2017-07-31,943,xavi,magn,1,Charge,Facial threat,xavi,magn,FALSE
2017-07-31,943,funk,balu,2,Physical contact,Facial threat,balu,funk,FALSE
2017-08-02,945,caba,daen,1,Displace,Submission only,caba,daen,FALSE
2017-08-02,945,caba,daen,1,Facial threat,Lunge,caba,daen,FALSE
2017-08-02,945,cind,wolo,1,Displace,Submission only,cind,wolo,FALSE
2017-08-02,945,coco,home,1,Supplant,Submission only,coco,home,FALSE
2017-08-02,945,coco,xavi,1,Lunge,Submission only,coco,xavi,FALSE
2017-08-02,945,coco,holl,1,Displace,Submission only,coco,holl,FALSE
2017-08-02,945,coco,cact,1,Displace,Submission only,coco,cact,FALSE
2017-08-02,945,coco,omni,1,Displace,Submission only,coco,omni,FALSE
2017-08-02,945,coco,cola,1,Displace,Submission only,coco,cola,FALSE
2017-08-02,945,coco,octo,1,Displace,Submission only,coco,octo,FALSE
2017-08-02,945,coco,holl,1,Displace,Submission only,coco,holl,FALSE
2017-08-02,945,cola,oreo,1,Supplant,Submission only,cola,oreo,FALSE
2017-08-02,945,cola,oreo,1,Displace,Submission only,cola,oreo,FALSE
2017-08-02,945,fent,gats,1,Displace,Submission only,fent,gats,FALSE
2017-08-02,945,fent,funk,1,Physical contact,Submission only,fent,funk,FALSE
2017-08-02,945,flyn,spoc,1,Displace,Submission only,flyn,spoc,FALSE
2017-08-02,945,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2017-08-02,945,flyn,balu,1,Charge,Facial threat,flyn,balu,FALSE
2017-08-02,945,lucy,holl,1,Vocal threat,Submission only,lucy,holl,FALSE
2017-08-02,945,lucy,holl,1,Lunge,Facial threat,lucy,holl,FALSE
2017-08-02,945,lucy,dori,1,Displace,Submission only,lucy,dori,FALSE
2017-08-02,945,lucy,dori,1,Vocal threat,Submission only,lucy,dori,FALSE
2017-08-02,945,macy,oreo,1,Charge,Submission only,macy,oreo,FALSE
2017-08-02,945,macy,spoc,1,Displace,Submission only,macy,spoc,FALSE
2017-08-02,945,macy,oreo,1,Displace,Submission only,macy,oreo,FALSE
2017-08-02,945,oreo,daen,1,Charge,Submission only,oreo,daen,FALSE
2017-08-02,945,panc,wolo,1,Displace,Submission only,panc,wolo,FALSE
2017-08-02,945,pean,balu,1,Physical contact,Lunge,pean,balu,FALSE
2017-08-02,945,saff,swee,1,Displace,Submission only,saff,swee,FALSE
2017-08-02,945,sash,cind,1,Displace,Submission only,sash,cind,FALSE
2017-08-02,945,sash,holl,1,Displace,Submission only,sash,holl,FALSE
2017-08-02,945,sash,spoc,1,Displace,Submission only,sash,spoc,FALSE
2017-08-02,945,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2017-08-02,945,sash,lucy,1,Displace,Submission only,sash,lucy,FALSE
2017-08-02,945,sash,socr,1,Displace,Submission only,sash,socr,FALSE
2017-08-02,945,socr,home,1,Displace,Submission only,socr,home,FALSE
2017-08-02,945,spoc,oreo,1,Charge,Submission only,spoc,oreo,FALSE
2017-08-02,945,spoc,dire,1,Facial threat,Submission only,spoc,dire,FALSE
2017-08-02,945,spoc,rodr,1,Physical contact,Physical contact,spoc,rodr,FALSE
2017-08-02,945,swee,caba,1,Displace,Submission only,swee,caba,FALSE
2017-08-02,945,wood,fina,1,Facial threat,Facial threat,wood,fina,FALSE
2017-08-02,945,xavi,macy,1,Supplant,Submission only,xavi,macy,FALSE
2017-08-02,945,xavi,macy,1,Displace,Submission only,xavi,macy,FALSE
2017-08-02,945,lore,caba,2,Physical contact,Physical contact,caba,lore,FALSE
2017-08-02,945,lore,oreo,2,Facial threat,Ignore,oreo,lore,FALSE
2017-08-02,945,spoc,dori,3,Facial threat,Lunge,dori,spoc,TRUE
2017-08-02,945,caba,daen,3,Vocal threat,Facial threat,daen,caba,TRUE
2017-08-03,946,cind,gizm,1,Displace,Submission only,cind,gizm,FALSE
2017-08-03,946,coco,lore,1,Displace,Submission only,coco,lore,FALSE
2017-08-03,946,egon,macy,1,Displace,Submission only,egon,macy,FALSE
2017-08-03,946,fent,cact,1,Displace,Submission only,fent,cact,FALSE
2017-08-03,946,flyn,rodr,1,Charge,Facial threat,flyn,rodr,FALSE
2017-08-03,946,holl,home,1,Supplant,Submission only,holl,home,FALSE
2017-08-03,946,lucy,oreo,1,Displace,Submission only,lucy,oreo,FALSE
2017-08-03,946,lucy,pino,1,Displace,Submission only,lucy,pino,FALSE
2017-08-03,946,oreo,home,1,Supplant,Submission only,oreo,home,FALSE
2017-08-03,946,panc,xavi,1,Supplant,Submission only,panc,xavi,FALSE
2017-08-03,946,sash,balu,1,Displace,Submission only,sash,balu,FALSE
2017-08-03,946,sash,dori,1,Vocal threat,Submission only,sash,dori,FALSE
2017-08-03,946,socr,cola,1,Supplant,Submission only,socr,cola,FALSE
2017-08-03,946,spoc,lore,1,Supplant,Submission only,spoc,lore,FALSE
2017-08-03,946,spoc,octo,1,Displace,Submission only,spoc,octo,FALSE
2017-08-03,946,fent,razo,3,Charge,Lunge,razo,fent,TRUE
2017-08-04,947,cact,guge,1,Displace,Submission only,cact,guge,FALSE
2017-08-04,947,cola,gats,1,Displace,Submission only,cola,gats,FALSE
2017-08-04,947,cola,dori,1,Displace,Submission only,cola,dori,FALSE
2017-08-04,947,fent,cact,1,Displace,Submission only,fent,cact,FALSE
2017-08-04,947,flyn,rodr,1,Chase,Unknown,flyn,rodr,FALSE
2017-08-04,947,funk,lore,1,Displace,Submission only,funk,lore,FALSE
2017-08-04,947,gats,dire,1,Displace,Submission only,gats,dire,FALSE
2017-08-04,947,gizm,oreo,1,Charge,Facial threat,gizm,oreo,FALSE
2017-08-04,947,guge,dire,1,Displace,Submission only,guge,dire,FALSE
2017-08-04,947,lore,wolo,1,Displace,Submission only,lore,wolo,FALSE
2017-08-04,947,lore,wolo,1,Displace,Submission only,lore,wolo,FALSE
2017-08-04,947,lucy,gizm,1,Supplant,Submission only,lucy,gizm,FALSE
2017-08-04,947,lucy,cind,1,Displace,Submission only,lucy,cind,FALSE
2017-08-04,947,lucy,oreo,1,Physical contact,Lunge,lucy,oreo,FALSE
2017-08-04,947,oreo,dori,1,Vocal threat,Submission only,oreo,dori,FALSE
2017-08-04,947,saff,lore,1,Facial threat,Lunge,saff,lore,FALSE
2017-08-04,947,sarg,socr,1,Supplant,Submission only,sarg,socr,FALSE
2017-08-04,947,sarg,balu,1,Facial threat,Facial threat,sarg,balu,FALSE
2017-08-04,947,sash,oreo,1,Displace,Submission only,sash,oreo,FALSE
2017-08-04,947,sash,sarg,1,Displace,Submission only,sash,sarg,FALSE
2017-08-04,947,socr,gats,1,Supplant,Submission only,socr,gats,FALSE
2017-08-04,947,socr,lore,1,Displace,Submission only,socr,lore,FALSE
2017-08-04,947,socr,fina,1,Facial threat,Facial threat,socr,fina,FALSE
2017-08-04,947,socr,cola,1,Displace,Submission only,socr,cola,FALSE
2017-08-04,947,spoc,socr,1,Displace,Submission only,spoc,socr,FALSE
2017-08-04,947,spoc,pean,1,Displace,Submission only,spoc,pean,FALSE
2017-08-04,947,lore,home,2,Vocal threat,Ignore,home,lore,FALSE
2017-08-08,951,balu,cind,1,Supplant,Submission only,balu,cind,FALSE
2017-08-08,951,coco,gizm,1,Supplant,Submission only,coco,gizm,FALSE
2017-08-08,951,coco,cola,1,Supplant,Submission only,coco,cola,FALSE
2017-08-08,951,coco,gizm,1,Displace,Submission only,coco,gizm,FALSE
2017-08-08,951,coco,fina,1,Facial threat,Submission only,coco,fina,FALSE
2017-08-08,951,flyn,macy,1,Displace,Submission only,flyn,macy,FALSE
2017-08-08,951,magn,balu,1,Charge,Lunge,magn,balu,FALSE
2017-08-08,951,razo,balu,1,Supplant,Submission only,razo,balu,FALSE
2017-08-08,951,saff,sarg,1,Supplant,Submission only,saff,sarg,FALSE
2017-08-08,951,saff,lucy,1,Supplant,Submission only,saff,lucy,FALSE
2017-08-08,951,saff,balu,1,Lunge,Facial threat,saff,balu,FALSE
2017-08-08,951,saff,lucy,1,Facial threat,Submission only,saff,lucy,FALSE
2017-08-08,951,saff,wood,1,Displace,Submission only,saff,wood,FALSE
2017-08-08,951,sash,saff,1,Displace,Submission only,sash,saff,FALSE
2017-08-08,951,socr,lore,1,Supplant,Submission only,socr,lore,FALSE
2017-08-08,951,spoc,oreo,1,Supplant,Submission only,spoc,oreo,FALSE
2017-08-08,951,spoc,saff,1,Supplant,Submission only,spoc,saff,FALSE
2017-08-08,951,spoc,saff,1,Supplant,Submission only,spoc,saff,FALSE
2017-08-08,951,spoc,oreo,1,Displace,Submission only,spoc,oreo,FALSE
2017-08-08,951,spoc,saff,1,Displace,Submission only,spoc,saff,FALSE
2017-08-08,951,swee,wood,1,Supplant,Submission only,swee,wood,FALSE
2017-08-08,951,wolo,pean,1,Supplant,Submission only,wolo,pean,FALSE
2017-08-08,951,cact,swaz,2,Lunge,Lunge,swaz,cact,FALSE
2017-08-10,953,balu,gizm,1,Displace,Submission only,balu,gizm,FALSE
2017-08-10,953,balu,gizm,1,Displace,Submission only,balu,gizm,FALSE
2017-08-10,953,balu,gizm,1,Displace,Submission only,balu,gizm,FALSE
2017-08-10,953,balu,fina,1,Displace,Submission only,balu,fina,FALSE
2017-08-10,953,coco,xavi,1,Facial threat,Facial threat,coco,xavi,FALSE
2017-08-10,953,coco,octo,1,Lunge,Submission only,coco,octo,FALSE
2017-08-10,953,cola,home,1,Facial threat,Facial threat,cola,home,FALSE
2017-08-10,953,fent,razo,1,Lunge,Facial threat,fent,razo,FALSE
2017-08-10,953,fent,lore,1,Displace,Submission only,fent,lore,FALSE
2017-08-10,953,flyn,coco,1,Lunge,Submission only,flyn,coco,FALSE
2017-08-10,953,flyn,cind,1,Lunge,Submission only,flyn,cind,FALSE
2017-08-10,953,flyn,balu,1,Vocal threat,Submission only,flyn,balu,FALSE
2017-08-10,953,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2017-08-10,953,gizm,pino,1,Displace,Submission only,gizm,pino,FALSE
2017-08-10,953,gizm,fina,1,Displace,Submission only,gizm,fina,FALSE
2017-08-10,953,lucy,oreo,1,Displace,Submission only,lucy,oreo,FALSE
2017-08-10,953,macy,spoc,1,Facial threat,Facial threat,macy,spoc,FALSE
2017-08-10,953,magn,macy,1,Facial threat,Submission only,magn,macy,FALSE
2017-08-10,953,panc,macy,1,Supplant,Submission only,panc,macy,FALSE
2017-08-10,953,pean,wood,1,Supplant,Submission only,pean,wood,FALSE
2017-08-10,953,pean,wood,1,Displace,Submission only,pean,wood,FALSE
2017-08-10,953,pean,wood,1,Displace,Submission only,pean,wood,FALSE
2017-08-10,953,razo,magn,1,Vocal threat,Submission only,razo,magn,FALSE
2017-08-10,953,saff,caba,1,Supplant,Submission only,saff,caba,FALSE
2017-08-10,953,saff,coco,1,Physical contact,Submission only,saff,coco,FALSE
2017-08-10,953,sarg,cola,1,Vocal threat,Submission only,sarg,cola,FALSE
2017-08-10,953,sash,saff,1,Displace,Submission only,sash,saff,FALSE
2017-08-10,953,sash,caba,1,Displace,Submission only,sash,caba,FALSE
2017-08-10,953,spoc,lore,1,Charge,Lunge,spoc,lore,FALSE
2017-08-10,953,spoc,cind,1,Supplant,Submission only,spoc,cind,FALSE
2017-08-10,953,spoc,saff,1,Supplant,Submission only,spoc,saff,FALSE
2017-08-10,953,spoc,saff,1,Lunge,Lunge,spoc,saff,FALSE
2017-08-10,953,spoc,omni,1,Displace,Submission only,spoc,omni,FALSE
2017-08-10,953,spoc,swee,1,Lunge,Submission only,spoc,swee,FALSE
2017-08-10,953,swaz,home,1,Supplant,Submission only,swaz,home,FALSE
2017-08-10,953,xavi,gizm,1,Facial threat,Lunge,xavi,gizm,FALSE
2017-08-10,953,xavi,balu,1,Physical contact,Charge,xavi,balu,FALSE
2017-08-10,953,lucy,panc,2,Facial threat,Ignore,panc,lucy,FALSE
2017-08-10,953,lore,razo,2,Facial threat,Ignore,razo,lore,FALSE
2017-08-10,953,gizm,cola,3,Physical contact,Physical contact,cola,gizm,TRUE
2017-08-11,954,flyn,dire,1,Displace,Submission only,flyn,dire,FALSE
2017-08-11,954,lucy,gats,1,Displace,Submission only,lucy,gats,FALSE
2017-08-11,954,lucy,wolo,1,Vocal threat,Submission only,lucy,wolo,FALSE
2017-08-11,954,saff,dire,1,Displace,Submission only,saff,dire,FALSE
2017-08-11,954,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2017-08-11,954,sash,holl,1,Displace,Submission only,sash,holl,FALSE
2017-08-11,954,xavi,spoc,1,Displace,Submission only,xavi,spoc,FALSE
2017-08-12,955,coco,dori,1,Supplant,Submission only,coco,dori,FALSE
2017-08-12,955,cola,wolo,1,Supplant,Submission only,cola,wolo,FALSE
2017-08-12,955,dori,wolo,1,Physical contact,Facial threat,dori,wolo,FALSE
2017-08-12,955,fent,gizm,1,Supplant,Submission only,fent,gizm,FALSE
2017-08-12,955,fent,daen,1,Physical contact,Facial threat,fent,daen,FALSE
2017-08-12,955,flyn,balu,1,Chase,Submission only,flyn,balu,FALSE
2017-08-12,955,flyn,xavi,1,Lunge,Lunge,flyn,xavi,FALSE
2017-08-12,955,lore,daen,1,Supplant,Submission only,lore,daen,FALSE
2017-08-12,955,lore,dori,1,Facial threat,Submission only,lore,dori,FALSE
2017-08-12,955,macy,fina,1,Lunge,Submission only,macy,fina,FALSE
2017-08-12,955,panc,sarg,1,Facial threat,Submission only,panc,sarg,FALSE
2017-08-12,955,phoe,holl,1,Chase,Submission only,phoe,holl,FALSE
2017-08-12,955,razo,cact,1,Supplant,Submission only,razo,cact,FALSE
2017-08-12,955,razo,spoc,1,Displace,Submission only,razo,spoc,FALSE
2017-08-12,955,saff,funk,1,Supplant,Submission only,saff,funk,FALSE
2017-08-12,955,saff,cola,1,Physical contact,Lunge,saff,cola,FALSE
2017-08-12,955,saff,cact,1,Displace,Submission only,saff,cact,FALSE
2017-08-12,955,sash,cola,1,Displace,Submission only,sash,cola,FALSE
2017-08-12,955,lucy,xavi,2,Charge,Facial threat,xavi,lucy,FALSE
2017-08-15,958,cind,phoe,1,Displace,Submission only,cind,phoe,FALSE
2017-08-15,958,egon,octo,1,Facial threat,Facial threat,egon,octo,FALSE
2017-08-15,958,lucy,gizm,1,Charge,Facial threat,lucy,gizm,FALSE
2017-08-15,958,omni,guge,1,Charge,Submission only,omni,guge,FALSE
2017-08-15,958,socr,saff,1,Physical contact,Physical contact,socr,saff,FALSE
2017-08-15,958,wood,balu,1,Chase,Facial threat,wood,balu,FALSE
2017-08-15,958,xavi,caba,1,Physical contact,Submission only,xavi,caba,FALSE
2017-08-15,958,cola,phoe,2,Vocal threat,Ignore,phoe,cola,FALSE
2017-08-15,958,cola,gizm,3,Chase,Charge,gizm,cola,TRUE
2017-08-15,958,wolo,octo,3,Facial threat,Facial threat,octo,wolo,TRUE
2017-08-16,959,coco,pean,1,Displace,Submission only,coco,pean,FALSE
2017-08-16,959,coco,dori,1,Chase,Facial threat,coco,dori,FALSE
2017-08-16,959,dori,magn,1,Charge,Facial threat,dori,magn,FALSE
2017-08-16,959,fent,octo,1,Physical contact,Submission only,fent,octo,FALSE
2017-08-16,959,fent,pean,1,Displace,Submission only,fent,pean,FALSE
2017-08-16,959,flyn,rodr,1,Chase,Unknown,flyn,rodr,FALSE
2017-08-16,959,funk,pean,1,Displace,Submission only,funk,pean,FALSE
2017-08-16,959,lore,octo,1,Supplant,Submission only,lore,octo,FALSE
