date,day_nb,from,to,result,Max.Agg.Aggressor,Max.agg.victim,winner,loser,draw
2017-06-30,912,cola,lore,1,Vocal threat,Submission only,cola,lore,FALSE
2017-06-30,912,fent,funk,1,Facial threat,Facial threat,fent,funk,FALSE
2017-06-30,912,flyn,saff,1,Supplant,Submission only,flyn,saff,FALSE
2017-06-30,912,flyn,saff,1,Displace,Submission only,flyn,saff,FALSE
2017-06-30,912,flyn,socr,1,Displace,Submission only,flyn,socr,FALSE
2017-06-30,912,flyn,razo,1,Displace,Submission only,flyn,razo,FALSE
2017-06-30,912,flyn,macy,1,Displace,Submission only,flyn,macy,FALSE
2017-06-30,912,flyn,egon,1,Vocal threat,Submission only,flyn,egon,FALSE
2017-06-30,912,gats,guge,1,Facial threat,Facial threat,gats,guge,FALSE
2017-06-30,912,gizm,wolo,1,Chase,Submission only,gizm,wolo,FALSE
2017-06-30,912,lore,guge,1,Displace,Submission only,lore,guge,FALSE
2017-06-30,912,lucy,oreo,1,Physical contact,Submission only,lucy,oreo,FALSE
2017-06-30,912,octo,wood,1,Vocal threat,Submission only,octo,wood,FALSE
2017-06-30,912,oreo,pino,1,Displace,Submission only,oreo,pino,FALSE
2017-06-30,912,pean,dori,1,Facial threat,Facial threat,pean,dori,FALSE
2017-06-30,912,razo,xavi,1,Vocal threat,Submission only,razo,xavi,FALSE
2017-06-30,912,saff,holl,1,Displace,Submission only,saff,holl,FALSE
2017-06-30,912,saff,pean,1,Displace,Submission only,saff,pean,FALSE
2017-06-30,912,sarg,octo,1,Displace,Submission only,sarg,octo,FALSE
2017-06-30,912,sarg,phoe,1,Vocal threat,Submission only,sarg,phoe,FALSE
2017-06-30,912,sarg,spoc,1,Facial threat,Submission only,sarg,spoc,FALSE
2017-06-30,912,sash,spoc,1,Supplant,Submission only,sash,spoc,FALSE
2017-06-30,912,sash,sarg,1,Displace,Submission only,sash,sarg,FALSE
2017-06-30,912,socr,fina,1,Physical contact,Submission only,socr,fina,FALSE
2017-06-30,912,socr,pean,1,Vocal threat,Submission only,socr,pean,FALSE
2017-06-30,912,spoc,saff,1,Physical contact,Submission only,spoc,saff,FALSE
2017-06-30,912,swee,coco,1,Displace,Submission only,swee,coco,FALSE
2017-06-30,912,swee,pean,1,Displace,Submission only,swee,pean,FALSE
2017-06-30,912,saff,macy,2,Charge,Physical contact,macy,saff,FALSE
2017-06-30,912,funk,razo,2,Facial threat,Facial threat,razo,funk,FALSE
2017-06-30,912,flyn,sash,3,Facial threat,Physical contact,sash,flyn,TRUE
2017-07-03,915,caba,guge,1,Supplant,Submission only,caba,guge,FALSE
2017-07-03,915,coco,dori,1,Displace,Submission only,coco,dori,FALSE
2017-07-03,915,egon,oreo,1,Charge,Submission only,egon,oreo,FALSE
2017-07-03,915,fent,wood,1,Displace,Submission only,fent,wood,FALSE
2017-07-03,915,fent,holl,1,Displace,Submission only,fent,holl,FALSE
2017-07-03,915,flyn,spoc,1,Facial threat,Facial threat,flyn,spoc,FALSE
2017-07-03,915,flyn,razo,1,Displace,Submission only,flyn,razo,FALSE
2017-07-03,915,lore,octo,1,Displace,Submission only,lore,octo,FALSE
2017-07-03,915,lucy,octo,1,Displace,Submission only,lucy,octo,FALSE
2017-07-03,915,omni,wood,1,Displace,Submission only,omni,wood,FALSE
2017-07-03,915,panc,razo,1,Displace,Submission only,panc,razo,FALSE
2017-07-03,915,panc,coco,1,Displace,Submission only,panc,coco,FALSE
2017-07-03,915,razo,egon,1,Vocal threat,Submission only,razo,egon,FALSE
2017-07-03,915,saff,lucy,1,Displace,Submission only,saff,lucy,FALSE
2017-07-03,915,saff,fina,1,Displace,Submission only,saff,fina,FALSE
2017-07-03,915,saff,pean,1,Displace,Submission only,saff,pean,FALSE
2017-07-03,915,sarg,dire,1,Displace,Submission only,sarg,dire,FALSE
2017-07-03,915,sash,holl,1,Supplant,Submission only,sash,holl,FALSE
2017-07-03,915,sash,saff,1,Supplant,Submission only,sash,saff,FALSE
2017-07-03,915,sash,holl,1,Displace,Submission only,sash,holl,FALSE
2017-07-03,915,sash,fent,1,Facial threat,Submission only,sash,fent,FALSE
2017-07-03,915,spoc,cola,1,Displace,Submission only,spoc,cola,FALSE
2017-07-03,915,spoc,egon,1,Vocal threat,Submission only,spoc,egon,FALSE
2017-07-03,915,swee,wood,1,Displace,Submission only,swee,wood,FALSE
2017-07-03,915,wood,phoe,2,Facial threat,Facial threat,phoe,wood,FALSE
2017-07-03,915,sarg,cola,3,Charge,Facial threat,cola,sarg,TRUE
2017-07-03,915,caba,lucy,3,Physical contact,Physical contact,lucy,caba,TRUE
2017-07-04,916,flyn,daen,1,Displace,Submission only,flyn,daen,FALSE
2017-07-04,916,funk,fina,1,Lunge,Facial threat,funk,fina,FALSE
2017-07-04,916,lucy,cola,1,Displace,Submission only,lucy,cola,FALSE
2017-07-04,916,sash,funk,1,Supplant,Submission only,sash,funk,FALSE
2017-07-04,916,sash,lucy,1,Displace,Submission only,sash,lucy,FALSE
2017-07-04,916,sash,cind,1,Displace,Submission only,sash,cind,FALSE
2017-07-04,916,swee,cact,1,Supplant,Submission only,swee,cact,FALSE
2017-07-05,917,fent,pean,1,Chase,Submission only,fent,pean,FALSE
2017-07-05,917,flyn,egon,1,Displace,Submission only,flyn,egon,FALSE
2017-07-05,917,flyn,magn,1,Displace,Submission only,flyn,magn,FALSE
2017-07-05,917,flyn,razo,1,Displace,Submission only,flyn,razo,FALSE
2017-07-05,917,lucy,dori,1,Displace,Submission only,lucy,dori,FALSE
2017-07-05,917,panc,egon,1,Chase,Submission only,panc,egon,FALSE
2017-07-05,917,socr,fina,1,Physical contact,Submission only,socr,fina,FALSE
2017-07-05,917,spoc,octo,1,Physical contact,Submission only,spoc,octo,FALSE
2017-07-05,917,xavi,sarg,1,Displace,Submission only,xavi,sarg,FALSE
2017-07-05,917,dori,flyn,2,Physical contact,Facial threat,flyn,dori,FALSE
2017-07-05,917,egon,socr,2,Chase,Facial threat,socr,egon,FALSE
2017-07-06,918,egon,razo,1,Displace,Submission only,egon,razo,FALSE
2017-07-06,918,fent,octo,1,Supplant,Submission only,fent,octo,FALSE
2017-07-06,918,fent,gats,1,Displace,Submission only,fent,gats,FALSE
2017-07-06,918,fent,gats,1,Physical contact,Submission only,fent,gats,FALSE
2017-07-06,918,fina,holl,1,Charge,Lunge,fina,holl,FALSE
2017-07-06,918,flyn,panc,1,Supplant,Submission only,flyn,panc,FALSE
2017-07-06,918,flyn,panc,1,Supplant,Submission only,flyn,panc,FALSE
2017-07-06,918,flyn,xavi,1,Displace,Submission only,flyn,xavi,FALSE
2017-07-06,918,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2017-07-06,918,flyn,lore,1,Displace,Submission only,flyn,lore,FALSE
2017-07-06,918,flyn,egon,1,Displace,Submission only,flyn,egon,FALSE
2017-07-06,918,funk,wood,1,Physical contact,Physical contact,funk,wood,FALSE
2017-07-06,918,funk,phoe,1,Charge,Lunge,funk,phoe,FALSE
2017-07-06,918,lore,cind,1,Charge,Charge,lore,cind,FALSE
2017-07-06,918,lore,wood,1,Facial threat,Submission only,lore,wood,FALSE
2017-07-06,918,lucy,cind,1,Displace,Submission only,lucy,cind,FALSE
2017-07-06,918,macy,lore,1,Charge,Facial threat,macy,lore,FALSE
2017-07-06,918,octo,wood,1,Displace,Submission only,octo,wood,FALSE
2017-07-06,918,panc,cola,1,Supplant,Submission only,panc,cola,FALSE
2017-07-06,918,panc,cact,1,Facial threat,Submission only,panc,cact,FALSE
2017-07-06,918,pino,home,1,Facial threat,Submission only,pino,home,FALSE
2017-07-06,918,rodr,balu,1,Facial threat,Submission only,rodr,balu,FALSE
2017-07-06,918,sarg,octo,1,Supplant,Submission only,sarg,octo,FALSE
2017-07-06,918,sarg,octo,1,Displace,Submission only,sarg,octo,FALSE
2017-07-06,918,sash,sarg,1,Physical contact,Submission only,sash,sarg,FALSE
2017-07-06,918,sash,holl,1,Facial threat,Submission only,sash,holl,FALSE
2017-07-07,919,caba,pino,1,Supplant,Submission only,caba,pino,FALSE
2017-07-07,919,caba,octo,1,Displace,Submission only,caba,octo,FALSE
2017-07-07,919,coco,wood,1,Supplant,Submission only,coco,wood,FALSE
2017-07-07,919,coco,lucy,1,Vocal threat,Submission only,coco,lucy,FALSE
2017-07-07,919,coco,saff,1,Displace,Submission only,coco,saff,FALSE
2017-07-07,919,cola,fina,1,Vocal threat,Unknown,cola,fina,FALSE
2017-07-07,919,fent,oreo,1,Supplant,Submission only,fent,oreo,FALSE
2017-07-07,919,fent,funk,1,Displace,Submission only,fent,funk,FALSE
2017-07-07,919,flyn,spoc,1,Supplant,Submission only,flyn,spoc,FALSE
2017-07-07,919,flyn,cact,1,Vocal threat,Submission only,flyn,cact,FALSE
2017-07-07,919,flyn,sash,1,Displace,Submission only,flyn,sash,FALSE
2017-07-07,919,flyn,spoc,1,Charge,Facial threat,flyn,spoc,FALSE
2017-07-07,919,flyn,fent,1,Displace,Submission only,flyn,fent,FALSE
2017-07-07,919,flyn,socr,1,Displace,Submission only,flyn,socr,FALSE
2017-07-07,919,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2017-07-07,919,holl,dori,1,Supplant,Submission only,holl,dori,FALSE
2017-07-07,919,lore,guge,1,Supplant,Submission only,lore,guge,FALSE
2017-07-07,919,lucy,fina,1,Displace,Submission only,lucy,fina,FALSE
2017-07-07,919,lucy,xavi,1,Facial threat,Facial threat,lucy,xavi,FALSE
2017-07-07,919,lucy,spoc,1,Displace,Submission only,lucy,spoc,FALSE
2017-07-07,919,lucy,funk,1,Displace,Submission only,lucy,funk,FALSE
2017-07-07,919,lucy,phoe,1,Displace,Submission only,lucy,phoe,FALSE
2017-07-07,919,macy,saff,1,Supplant,Submission only,macy,saff,FALSE
2017-07-07,919,macy,saff,1,Facial threat,Facial threat,macy,saff,FALSE
2017-07-07,919,oreo,gats,1,Displace,Submission only,oreo,gats,FALSE
2017-07-07,919,panc,holl,1,Supplant,Submission only,panc,holl,FALSE
2017-07-07,919,panc,holl,1,Supplant,Submission only,panc,holl,FALSE
2017-07-07,919,panc,saff,1,Supplant,Submission only,panc,saff,FALSE
2017-07-07,919,panc,socr,1,Facial threat,Submission only,panc,socr,FALSE
2017-07-07,919,panc,guge,1,Vocal threat,Submission only,panc,guge,FALSE
2017-07-07,919,panc,phoe,1,Displace,Submission only,panc,phoe,FALSE
2017-07-07,919,pean,dire,1,Supplant,Submission only,pean,dire,FALSE
2017-07-07,919,saff,caba,1,Supplant,Submission only,saff,caba,FALSE
2017-07-07,919,saff,funk,1,Displace,Submission only,saff,funk,FALSE
2017-07-07,919,saff,fent,1,Displace,Submission only,saff,fent,FALSE
2017-07-07,919,saff,caba,1,Displace,Submission only,saff,caba,FALSE
2017-07-07,919,saff,coco,1,Displace,Submission only,saff,coco,FALSE
2017-07-07,919,sash,cact,1,Supplant,Submission only,sash,cact,FALSE
2017-07-07,919,sash,xavi,1,Vocal threat,Unknown,sash,xavi,FALSE
2017-07-07,919,socr,holl,1,Supplant,Submission only,socr,holl,FALSE
2017-07-07,919,spoc,gats,1,Vocal threat,Submission only,spoc,gats,FALSE
2017-07-07,919,spoc,fent,1,Displace,Submission only,spoc,fent,FALSE
2017-07-10,922,egon,spoc,1,Displace,Submission only,egon,spoc,FALSE
2017-07-10,922,lucy,fina,1,Physical contact,Submission only,lucy,fina,FALSE
2017-07-10,922,panc,flyn,1,Supplant,Submission only,panc,flyn,FALSE
2017-07-10,922,panc,socr,1,Displace,Submission only,panc,socr,FALSE
2017-07-10,922,razo,spoc,1,Displace,Submission only,razo,spoc,FALSE
2017-07-10,922,socr,saff,1,Charge,Facial threat,socr,saff,FALSE
2017-07-10,922,xavi,funk,1,Supplant,Submission only,xavi,funk,FALSE
2017-07-10,922,sash,flyn,3,Facial threat,Ignore,flyn,sash,TRUE
2017-07-10,922,flyn,home,3,Facial threat,Ignore,home,flyn,TRUE
2017-07-11,923,balu,saff,1,Facial threat,Submission only,balu,saff,FALSE
2017-07-11,923,balu,cind,1,Facial threat,Facial threat,balu,cind,FALSE
2017-07-11,923,cind,gizm,1,Supplant,Submission only,cind,gizm,FALSE
2017-07-11,923,cind,gizm,1,Supplant,Submission only,cind,gizm,FALSE
2017-07-11,923,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2017-07-11,923,gizm,gats,1,Supplant,Submission only,gizm,gats,FALSE
2017-07-11,923,lore,omni,1,Supplant,Submission only,lore,omni,FALSE
2017-07-11,923,macy,dire,1,Charge,Submission only,macy,dire,FALSE
2017-07-11,923,magn,macy,1,Displace,Submission only,magn,macy,FALSE
2017-07-11,923,panc,magn,1,Facial threat,Facial threat,panc,magn,FALSE
2017-07-11,923,razo,cura,1,Facial threat,Submission only,razo,cura,FALSE
2017-07-11,923,razo,xavi,1,Facial threat,Submission only,razo,xavi,FALSE
2017-07-11,923,spoc,cola,1,Supplant,Submission only,spoc,cola,FALSE
2017-07-11,923,xavi,cola,1,Displace,Submission only,xavi,cola,FALSE
2017-07-12,924,cola,gizm,1,Displace,Submission only,cola,gizm,FALSE
2017-07-12,924,egon,phoe,1,Supplant,Submission only,egon,phoe,FALSE
2017-07-12,924,flyn,egon,1,Facial threat,Facial threat,flyn,egon,FALSE
2017-07-12,924,lucy,gizm,1,Supplant,Submission only,lucy,gizm,FALSE
2017-07-12,924,octo,daen,1,Displace,Submission only,octo,daen,FALSE
2017-07-13,925,cact,guge,1,Supplant,Submission only,cact,guge,FALSE
2017-07-13,925,coco,omni,1,Supplant,Submission only,coco,omni,FALSE
2017-07-13,925,coco,oreo,1,Displace,Submission only,coco,oreo,FALSE
2017-07-13,925,coco,fina,1,Charge,Submission only,coco,fina,FALSE
2017-07-13,925,coco,dire,1,Vocal threat,Facial threat,coco,dire,FALSE
2017-07-13,925,coco,dori,1,Vocal threat,Submission only,coco,dori,FALSE
2017-07-13,925,dori,dire,1,Supplant,Submission only,dori,dire,FALSE
2017-07-13,925,fent,caba,1,Supplant,Submission only,fent,caba,FALSE
2017-07-13,925,fent,omni,1,Supplant,Submission only,fent,omni,FALSE
2017-07-13,925,fent,lore,1,Facial threat,Facial threat,fent,lore,FALSE
2017-07-13,925,fent,xavi,1,Charge,Lunge,fent,xavi,FALSE
2017-07-13,925,flyn,socr,1,Supplant,Submission only,flyn,socr,FALSE
2017-07-13,925,flyn,omni,1,Displace,Submission only,flyn,omni,FALSE
2017-07-13,925,gizm,oreo,1,Supplant,Submission only,gizm,oreo,FALSE
2017-07-13,925,gizm,pean,1,Charge,Submission only,gizm,pean,FALSE
2017-07-13,925,holl,dori,1,Supplant,Submission only,holl,dori,FALSE
2017-07-13,925,lore,gats,1,Vocal threat,Submission only,lore,gats,FALSE
2017-07-13,925,lore,oreo,1,Vocal threat,Facial threat,lore,oreo,FALSE
2017-07-13,925,octo,gizm,1,Facial threat,Submission only,octo,gizm,FALSE
2017-07-13,925,panc,phoe,1,Supplant,Submission only,panc,phoe,FALSE
2017-07-13,925,panc,saff,1,Charge,Facial threat,panc,saff,FALSE
2017-07-13,925,panc,phoe,1,Displace,Submission only,panc,phoe,FALSE
2017-07-13,925,pean,octo,1,Displace,Vocal threat,pean,octo,FALSE
2017-07-13,925,razo,cind,1,Displace,Submission only,razo,cind,FALSE
2017-07-13,925,saff,fent,1,Displace,Submission only,saff,fent,FALSE
2017-07-13,925,sarg,socr,1,Supplant,Submission only,sarg,socr,FALSE
2017-07-13,925,sarg,xavi,1,Vocal threat,Facial threat,sarg,xavi,FALSE
2017-07-13,925,sash,xavi,1,Vocal threat,Physical contact,sash,xavi,FALSE
2017-07-13,925,sash,fent,1,Supplant,Submission only,sash,fent,FALSE
2017-07-13,925,sash,coco,1,Supplant,Submission only,sash,coco,FALSE
2017-07-13,925,sash,holl,1,Displace,Submission only,sash,holl,FALSE
2017-07-13,925,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2017-07-13,925,sash,coco,1,Facial threat,Submission only,sash,coco,FALSE
2017-07-13,925,socr,swee,1,Displace,Submission only,socr,swee,FALSE
2017-07-13,925,socr,caba,1,Displace,Submission only,socr,caba,FALSE
2017-07-13,925,spoc,octo,1,Supplant,Submission only,spoc,octo,FALSE
2017-07-13,925,spoc,fent,1,Supplant,Submission only,spoc,fent,FALSE
2017-07-13,925,spoc,fent,1,Supplant,Submission only,spoc,fent,FALSE
2017-07-13,925,spoc,fent,1,Supplant,Submission only,spoc,fent,FALSE
2017-07-13,925,spoc,daen,1,Displace,Submission only,spoc,daen,FALSE
2017-07-13,925,spoc,socr,1,Displace,Submission only,spoc,socr,FALSE
2017-07-13,925,spoc,swee,1,Displace,Submission only,spoc,swee,FALSE
2017-07-13,925,spoc,lucy,1,Displace,Submission only,spoc,lucy,FALSE
2017-07-13,925,spoc,swee,1,Displace,Submission only,spoc,swee,FALSE
2017-07-13,925,spoc,home,1,Displace,Submission only,spoc,home,FALSE
2017-07-13,925,spoc,pean,1,Physical contact,Facial threat,spoc,pean,FALSE
2017-07-13,925,swee,lore,1,Supplant,Submission only,swee,lore,FALSE
2017-07-13,925,swee,omni,1,Supplant,Submission only,swee,omni,FALSE
2017-07-13,925,swee,home,1,Displace,Submission only,swee,home,FALSE
2017-07-13,925,xavi,spoc,1,Supplant,Submission only,xavi,spoc,FALSE
2017-07-13,925,funk,cind,2,Facial threat,Ignore,cind,funk,FALSE
2017-07-13,925,spoc,dire,2,Lunge,Lunge,dire,spoc,FALSE
2017-07-13,925,sash,flyn,2,Facial threat,Ignore,flyn,sash,FALSE
2017-07-13,925,gizm,octo,2,Facial threat,Facial threat,octo,gizm,FALSE
2017-07-13,925,flyn,sash,2,Supplant,Submission only,sash,flyn,FALSE
2017-07-13,925,funk,swaz,2,Physical contact,Submission only,swaz,funk,FALSE
2017-07-13,925,socr,swee,3,Facial threat,Physical contact,swee,socr,TRUE
2017-07-14,926,gizm,holl,1,Lunge,Facial threat,gizm,holl,FALSE
2017-07-14,926,lucy,pean,1,Supplant,Submission only,lucy,pean,FALSE
2017-07-14,926,lucy,phoe,1,Lunge,Facial threat,lucy,phoe,FALSE
2017-07-14,926,macy,coco,1,Supplant,Submission only,macy,coco,FALSE
2017-07-14,926,octo,caba,1,Supplant,Submission only,octo,caba,FALSE
2017-07-14,926,panc,xavi,1,Supplant,Submission only,panc,xavi,FALSE
2017-07-14,926,panc,fent,1,Charge,Submission only,panc,fent,FALSE
2017-07-14,926,phoe,xavi,1,Chase,Lunge,phoe,xavi,FALSE
2017-07-14,926,sash,fina,1,Supplant,Submission only,sash,fina,FALSE
2017-07-14,926,sash,lucy,1,Supplant,Submission only,sash,lucy,FALSE
2017-07-14,926,sash,fent,1,Supplant,Submission only,sash,fent,FALSE
2017-07-14,926,spoc,cola,1,Charge,Submission only,spoc,cola,FALSE
2017-07-17,929,coco,holl,1,Charge,Submission only,coco,holl,FALSE
2017-07-17,929,home,dire,1,Physical contact,Physical contact,home,dire,FALSE
2017-07-17,929,home,dire,1,Physical contact,Facial threat,home,dire,FALSE
2017-07-17,929,saff,swee,1,Lunge,Submission only,saff,swee,FALSE
2017-07-17,929,sarg,guge,1,Displace,Submission only,sarg,guge,FALSE
2017-07-17,929,spoc,funk,1,Displace,Submission only,spoc,funk,FALSE
2017-07-17,929,wolo,pean,1,Facial threat,Facial threat,wolo,pean,FALSE
2017-07-17,929,cola,macy,2,Vocal threat,Ignore,macy,cola,FALSE
2017-07-17,929,sarg,socr,2,Displace,Facial threat,socr,sarg,FALSE
2017-07-18,930,coco,gizm,1,Supplant,Submission only,coco,gizm,FALSE
2017-07-18,930,fent,wood,1,Displace,Submission only,fent,wood,FALSE
2017-07-18,930,flyn,razo,1,Displace,Submission only,flyn,razo,FALSE
2017-07-18,930,holl,socr,1,Physical contact,Lunge,holl,socr,FALSE
2017-07-18,930,home,razo,1,Facial threat,Facial threat,home,razo,FALSE
2017-07-18,930,panc,magn,1,Supplant,Submission only,panc,magn,FALSE
2017-07-18,930,panc,fina,1,Displace,Submission only,panc,fina,FALSE
2017-07-18,930,panc,magn,1,Displace,Submission only,panc,magn,FALSE
2017-07-18,930,pean,balu,1,Lunge,Facial threat,pean,balu,FALSE
2017-07-18,930,sarg,macy,1,Chase,Facial threat,sarg,macy,FALSE
2017-07-18,930,sash,holl,1,Supplant,Submission only,sash,holl,FALSE
2017-07-18,930,sash,holl,1,Displace,Submission only,sash,holl,FALSE
2017-07-18,930,cola,dori,3,Lunge,Facial threat,dori,cola,TRUE
2017-07-19,931,cact,pean,1,Physical contact,Facial threat,cact,pean,FALSE
2017-07-19,931,cind,guge,1,Supplant,Submission only,cind,guge,FALSE
2017-07-19,931,coco,omni,1,Supplant,Submission only,coco,omni,FALSE
2017-07-19,931,coco,fina,1,Displace,Submission only,coco,fina,FALSE
2017-07-19,931,coco,octo,1,Displace,Submission only,coco,octo,FALSE
2017-07-19,931,coco,oreo,1,Displace,Submission only,coco,oreo,FALSE
2017-07-19,931,cola,pino,1,Supplant,Submission only,cola,pino,FALSE
2017-07-19,931,gizm,omni,1,Displace,Submission only,gizm,omni,FALSE
2017-07-19,931,guge,wood,1,Supplant,Submission only,guge,wood,FALSE
2017-07-19,931,lore,omni,1,Supplant,Submission only,lore,omni,FALSE
2017-07-19,931,lore,omni,1,Supplant,Submission only,lore,omni,FALSE
2017-07-19,931,lore,octo,1,Charge,Facial threat,lore,octo,FALSE
2017-07-19,931,lucy,wolo,1,Displace,Submission only,lucy,wolo,FALSE
2017-07-19,931,lucy,wood,1,Displace,Submission only,lucy,wood,FALSE
2017-07-19,931,lucy,holl,1,Displace,Facial threat,lucy,holl,FALSE
2017-07-19,931,macy,funk,1,Supplant,Facial threat,macy,funk,FALSE
2017-07-19,931,macy,wolo,1,Facial threat,Submission only,macy,wolo,FALSE
2017-07-19,931,macy,wood,1,Displace,Submission only,macy,wood,FALSE
2017-07-19,931,octo,guge,1,Supplant,Submission only,octo,guge,FALSE
2017-07-19,931,octo,guge,1,Supplant,Submission only,octo,guge,FALSE
2017-07-19,931,panc,dori,1,Charge,Facial threat,panc,dori,FALSE
2017-07-19,931,phoe,pean,1,Facial threat,Submission only,phoe,pean,FALSE
2017-07-19,931,saff,caba,1,Supplant,Submission only,saff,caba,FALSE
2017-07-19,931,saff,funk,1,Facial threat,Facial threat,saff,funk,FALSE
2017-07-19,931,saff,funk,1,Displace,Submission only,saff,funk,FALSE
2017-07-19,931,sash,socr,1,Supplant,Submission only,sash,socr,FALSE
2017-07-19,931,sash,cola,1,Displace,Submission only,sash,cola,FALSE
2017-07-19,931,sash,socr,1,Displace,Submission only,sash,socr,FALSE
2017-07-19,931,sash,sarg,1,Displace,Submission only,sash,sarg,FALSE
2017-07-19,931,sash,oreo,1,Displace,Submission only,sash,oreo,FALSE
2017-07-19,931,socr,caba,1,Displace,Submission only,socr,caba,FALSE
2017-07-19,931,socr,omni,1,Displace,Ignore,socr,omni,FALSE
2017-07-19,931,socr,funk,1,Displace,Submission only,socr,funk,FALSE
2017-07-19,931,spoc,swee,1,Supplant,Submission only,spoc,swee,FALSE
2017-07-19,931,spoc,coco,1,Displace,Submission only,spoc,coco,FALSE
2017-07-19,931,swee,dire,1,Supplant,Submission only,swee,dire,FALSE
2017-07-19,931,pean,guge,2,Facial threat,Facial threat,guge,pean,FALSE
2017-07-21,933,home,fina,1,Charge,Charge,home,fina,FALSE
2017-07-21,933,panc,funk,1,Vocal threat,Submission only,panc,funk,FALSE
2017-07-21,933,sash,saff,1,Supplant,Submission only,sash,saff,FALSE
2017-07-21,933,sash,razo,1,Charge,Charge,sash,razo,FALSE
2017-07-24,936,cact,wood,1,Physical contact,Submission only,cact,wood,FALSE
2017-07-24,936,coco,holl,1,Displace,Facial threat,coco,holl,FALSE
2017-07-24,936,flyn,egon,1,Physical contact,Physical contact,flyn,egon,FALSE
2017-07-24,936,flyn,egon,1,Displace,Submission only,flyn,egon,FALSE
2017-07-24,936,funk,lore,1,Supplant,Submission only,funk,lore,FALSE
2017-07-24,936,lore,octo,1,Supplant,Submission only,lore,octo,FALSE
2017-07-24,936,lore,octo,1,Supplant,Facial threat,lore,octo,FALSE
2017-07-24,936,lore,fina,1,Lunge,Physical contact,lore,fina,FALSE
2017-07-24,936,lucy,caba,1,Displace,Submission only,lucy,caba,FALSE
2017-07-24,936,pean,egon,1,Chase,Lunge,pean,egon,FALSE
2017-07-24,936,razo,balu,1,Facial threat,Facial threat,razo,balu,FALSE
2017-07-24,936,razo,balu,1,Facial threat,Facial threat,razo,balu,FALSE
2017-07-24,936,saff,wolo,1,Facial threat,Facial threat,saff,wolo,FALSE
2017-07-24,936,sash,egon,1,Facial threat,Facial threat,sash,egon,FALSE
2017-07-24,936,sash,balu,1,Lunge,Facial threat,sash,balu,FALSE
2017-07-24,936,spoc,cola,1,Displace,Submission only,spoc,cola,FALSE
2017-07-25,937,balu,cind,1,Displace,Submission only,balu,cind,FALSE
2017-07-25,937,balu,gizm,1,Facial threat,Lunge,balu,gizm,FALSE
2017-07-25,937,cind,gizm,1,Supplant,Submission only,cind,gizm,FALSE
2017-07-25,937,coco,wolo,1,Displace,Submission only,coco,wolo,FALSE
2017-07-25,937,coco,wolo,1,Displace,Submission only,coco,wolo,FALSE
2017-07-25,937,cola,panc,1,Facial threat,Facial threat,cola,panc,FALSE
2017-07-25,937,cola,omni,1,Supplant,Submission only,cola,omni,FALSE
2017-07-25,937,cola,omni,1,Supplant,Submission only,cola,omni,FALSE
2017-07-25,937,cola,gats,1,Supplant,Submission only,cola,gats,FALSE
2017-07-25,937,cola,omni,1,Displace,Submission only,cola,omni,FALSE
2017-07-25,937,cola,omni,1,Displace,Submission only,cola,omni,FALSE
2017-07-25,937,cola,cact,1,Displace,Submission only,cola,cact,FALSE
2017-07-25,937,cola,octo,1,Displace,Submission only,cola,octo,FALSE
2017-07-25,937,cola,pean,1,Displace,Submission only,cola,pean,FALSE
2017-07-25,937,fent,cola,1,Supplant,Submission only,fent,cola,FALSE
2017-07-25,937,fent,cola,1,Displace,Submission only,fent,cola,FALSE
2017-07-25,937,fent,cact,1,Displace,Submission only,fent,cact,FALSE
2017-07-25,937,fent,sarg,1,Displace,Submission only,fent,sarg,FALSE
2017-07-25,937,fent,sarg,1,Displace,Submission only,fent,sarg,FALSE
2017-07-25,937,flyn,saff,1,Displace,Submission only,flyn,saff,FALSE
2017-07-25,937,flyn,sash,1,Displace,Submission only,flyn,sash,FALSE
2017-07-25,937,flyn,pean,1,Displace,Submission only,flyn,pean,FALSE
2017-07-25,937,flyn,saff,1,Displace,Submission only,flyn,saff,FALSE
2017-07-25,937,flyn,oreo,1,Facial threat,Submission only,flyn,oreo,FALSE
2017-07-25,937,funk,caba,1,Displace,Submission only,funk,caba,FALSE
2017-07-25,937,funk,gats,1,Displace,Submission only,funk,gats,FALSE
2017-07-25,937,lore,home,1,Supplant,Submission only,lore,home,FALSE
2017-07-25,937,lore,fina,1,Displace,Submission only,lore,fina,FALSE
2017-07-25,937,lucy,fina,1,Facial threat,Submission only,lucy,fina,FALSE
2017-07-25,937,lucy,holl,1,Displace,Submission only,lucy,holl,FALSE
2017-07-25,937,omni,pean,1,Displace,Submission only,omni,pean,FALSE
2017-07-25,937,panc,pean,1,Charge,Submission only,panc,pean,FALSE
2017-07-25,937,panc,saff,1,Charge,Submission only,panc,saff,FALSE
2017-07-25,937,panc,cola,1,Charge,Submission only,panc,cola,FALSE
2017-07-25,937,panc,saff,1,Displace,Submission only,panc,saff,FALSE
2017-07-25,937,rodr,lore,1,Displace,Submission only,rodr,lore,FALSE
2017-07-25,937,saff,funk,1,Supplant,Submission only,saff,funk,FALSE
2017-07-25,937,saff,gats,1,Displace,Submission only,saff,gats,FALSE
